UNITID,MajorFieldsID,MajorFieldsDesc,GrandTotal,TotalMen,TotalWomen,AmericanIndianAlaskaNativeTotal,AmericanIndianAlaskaNativeMen,AmericanIndianAlaskaNativeWomen,AsianTotal,AsianMen,AsianWomen,AfricanAmericanTotal,AfricanAmericanMen,AfricanAmericanWomen,HispanicTotal,HispanicMen,HispanicWomen,PacificIslanderTotal,PacificIslanderMen,PacificIslanderWomen,WhiteTotal,WhiteMen,WhiteWomen,TwoOrMoreRacesTotal,TwoOrMoreRacesMen,TwoOrMoreRacesWomen,RaceUnknownTotal,RaceUnknownMen,RaceUnknownWomen,NonresidentAlienTotal,NonresidentAlienMen,NonresidentAlienWomen
225399,13,Education,146,26,120,1,0,1,6,0,6,20,6,14,56,8,48,0,0,0,49,8,41,5,0,5,8,4,4,1,0,1
225399,26,Biological Sciences/LifeSciences,375,147,228,3,0,3,75,37,38,61,17,44,128,47,81,1,1,0,67,30,37,12,3,9,13,4,9,15,8,7
225399,27,Mathematics,25,17,8,0,0,0,2,2,0,2,1,1,12,8,4,0,0,0,6,4,2,0,0,0,1,1,0,2,1,1
225399,40,Physical Sciences,58,33,25,0,0,0,8,0,8,7,3,4,21,16,5,0,0,0,16,9,7,0,0,0,4,3,1,2,2,0
225399,52,Business Management and Administrative Services,412,212,200,0,0,0,32,16,16,69,36,33,132,61,71,1,0,1,112,62,50,22,12,10,15,8,7,29,17,12
225414,14,Engineering,175,144,31,1,1,0,26,23,3,6,5,1,68,52,16,0,0,0,53,46,7,7,7,0,1,1,0,13,9,4
225414,26,Biological Sciences/LifeSciences,374,107,267,0,0,0,52,15,37,19,7,12,148,37,111,2,1,1,133,39,94,11,4,7,5,2,3,4,2,2
225414,27,Mathematics,132,54,78,0,0,0,7,3,4,8,3,5,50,19,31,0,0,0,63,27,36,3,1,2,1,1,0,0,0,0
225414,40,Physical Sciences,97,65,32,2,1,1,7,4,3,2,0,2,35,18,17,0,0,0,49,41,8,1,1,0,1,0,1,0,0,0
225414,52,Business Management and Administrative Services,1337,567,770,4,2,2,103,50,53,88,33,55,494,195,299,2,1,1,558,248,310,37,15,22,11,2,9,40,21,19
225432,26,Biological Sciences/LifeSciences,393,146,247,0,0,0,71,27,44,45,16,29,157,54,103,1,0,1,72,31,41,6,1,5,9,3,6,32,14,18
225432,27,Mathematics,138,67,71,0,0,0,15,5,10,16,6,10,64,33,31,0,0,0,28,17,11,1,0,1,1,1,0,13,5,8
225432,40,Physical Sciences,268,141,127,1,0,1,27,16,11,34,23,11,119,50,69,0,0,0,54,32,22,4,4,0,2,1,1,27,15,12
225432,52,Business Management and Administrative Services,2482,1135,1347,13,3,10,334,194,140,396,157,239,1048,436,612,4,3,1,495,255,240,25,13,12,27,17,10,140,57,83
225502,13,Education,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
225502,26,Biological Sciences/LifeSciences,184,51,133,1,0,1,12,5,7,38,6,32,81,25,56,0,0,0,41,11,30,7,2,5,1,1,0,3,1,2
225502,27,Mathematics,36,21,15,0,0,0,1,0,1,2,2,0,13,8,5,0,0,0,18,9,9,0,0,0,0,0,0,2,2,0
225502,52,Business Management and Administrative Services,1070,409,661,7,5,2,107,39,68,155,50,105,370,130,240,1,1,0,366,154,212,29,14,15,9,2,7,26,14,12
225511,13,Education,6,1,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1
225511,14,Engineering,3721,2797,924,7,7,0,930,670,260,180,143,37,993,751,242,7,6,1,969,767,202,111,78,33,72,51,21,452,324,128
225511,26,Biological Sciences/LifeSciences,2862,1252,1610,3,2,1,1228,543,685,219,84,135,685,289,396,6,4,2,489,221,268,114,62,52,39,18,21,79,29,50
225511,27,Mathematics,416,231,185,0,0,0,117,50,67,31,15,16,133,92,41,1,1,0,106,60,46,9,5,4,10,5,5,9,3,6
225511,40,Physical Sciences,876,521,355,1,1,0,205,121,84,49,32,17,239,141,98,2,1,1,267,176,91,33,17,16,14,5,9,66,27,39
225511,52,Business Management and Administrative Services,7699,3839,3860,7,3,4,1869,964,905,614,289,325,2365,1102,1263,18,7,11,1937,1095,842,236,119,117,89,46,43,564,214,350
225548,13,Education,159,66,93,1,0,1,2,0,2,7,6,1,30,10,20,0,0,0,112,45,67,0,0,0,7,5,2,0,0,0
225548,14,Engineering,27,26,1,0,0,0,0,0,0,4,4,0,5,5,0,1,1,0,15,15,0,0,0,0,2,1,1,0,0,0
225548,26,Biological Sciences/LifeSciences,71,20,51,0,0,0,0,0,0,9,3,6,12,5,7,0,0,0,48,10,38,0,0,0,2,2,0,0,0,0
225548,27,Mathematics,8,4,4,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0
225548,40,Physical Sciences,14,8,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,1,4,0,0,0,3,1,2,0,0,0
225548,52,Business Management and Administrative Services,176,111,65,0,0,0,0,0,0,14,12,2,33,16,17,1,1,0,103,63,40,0,0,0,25,19,6,0,0,0
225575,13,Education,90,16,74,1,0,1,0,0,0,47,7,40,38,8,30,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
225575,26,Biological Sciences/LifeSciences,81,25,56,0,0,0,1,0,1,58,15,43,12,5,7,0,0,0,1,0,1,1,0,1,2,2,0,6,3,3
225575,27,Mathematics,24,17,7,1,0,1,0,0,0,15,11,4,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0
225575,40,Physical Sciences,8,3,5,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2
225575,52,Business Management and Administrative Services,253,113,140,0,0,0,2,0,2,170,73,97,57,31,26,0,0,0,12,6,6,0,0,0,0,0,0,12,3,9
225627,13,Education,252,51,201,0,0,0,2,1,1,15,5,10,166,34,132,0,0,0,54,10,44,2,0,2,13,1,12,0,0,0
225627,14,Engineering,60,51,9,0,0,0,1,0,1,10,8,2,30,28,2,0,0,0,6,6,0,1,1,0,7,5,2,5,3,2
225627,26,Biological Sciences/LifeSciences,600,182,418,2,0,2,25,7,18,36,12,24,369,109,260,5,2,3,88,30,58,9,4,5,52,11,41,14,7,7
225627,27,Mathematics,50,20,30,0,0,0,1,1,0,0,0,0,37,17,20,0,0,0,7,1,6,0,0,0,2,0,2,3,1,2
225627,40,Physical Sciences,42,23,19,0,0,0,0,0,0,2,2,0,26,13,13,0,0,0,9,5,4,1,1,0,1,0,1,3,2,1
225627,52,Business Management and Administrative Services,2046,1009,1037,3,1,2,30,20,10,142,74,68,1102,450,652,6,4,2,437,239,198,24,17,7,111,53,58,191,151,40
225885,13,Education,58,27,31,1,1,0,0,0,0,45,19,26,4,2,2,0,0,0,5,4,1,0,0,0,3,1,2,0,0,0
225885,26,Biological Sciences/LifeSciences,114,31,83,0,0,0,0,0,0,93,26,67,13,4,9,0,0,0,2,0,2,0,0,0,4,1,3,2,0,2
225885,27,Mathematics,11,7,4,0,0,0,0,0,0,7,4,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
225885,40,Physical Sciences,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225885,52,Business Management and Administrative Services,217,125,92,1,1,0,0,0,0,177,95,82,17,16,1,1,0,1,14,8,6,0,0,0,2,1,1,5,4,1
226091,14,Engineering,1445,1139,306,3,1,2,109,80,29,209,161,48,283,215,68,0,0,0,719,589,130,34,27,7,14,10,4,74,56,18
226091,26,Biological Sciences/LifeSciences,439,163,276,0,0,0,57,25,32,107,38,69,66,24,42,1,1,0,192,69,123,10,3,7,4,2,2,2,1,1
226091,27,Mathematics,49,26,23,1,0,1,4,0,4,12,5,7,4,3,1,0,0,0,27,18,9,1,0,1,0,0,0,0,0,0
226091,40,Physical Sciences,107,48,59,0,0,0,7,2,5,29,7,22,8,5,3,0,0,0,58,32,26,3,0,3,0,0,0,2,2,0
226091,52,Business Management and Administrative Services,1137,518,619,7,4,3,67,32,35,280,115,165,163,73,90,1,0,1,554,266,288,29,11,18,11,3,8,25,14,11
226152,13,Education,254,17,237,0,0,0,1,0,1,0,0,0,247,17,230,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
226152,14,Engineering,336,275,61,1,1,0,4,4,0,1,1,0,309,250,59,0,0,0,7,7,0,1,0,1,0,0,0,13,12,1
226152,26,Biological Sciences/LifeSciences,586,229,357,1,1,0,2,1,1,2,2,0,568,221,347,0,0,0,8,1,7,1,0,1,1,1,0,3,2,1
226152,27,Mathematics,129,54,75,0,0,0,0,0,0,0,0,0,123,50,73,0,0,0,2,0,2,1,1,0,0,0,0,3,3,0
226152,40,Physical Sciences,71,39,32,0,0,0,0,0,0,0,0,0,69,38,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
226152,52,Business Management and Administrative Services,1015,582,433,3,3,0,3,2,1,3,2,1,933,529,404,0,0,0,26,18,8,5,4,1,1,0,1,41,24,17
226231,13,Education,234,31,203,1,0,1,1,0,1,34,6,28,36,6,30,0,0,0,132,13,119,15,3,12,14,3,11,1,0,1
226231,14,Engineering,448,363,85,2,2,0,11,8,3,3,3,0,17,12,5,0,0,0,335,271,64,13,11,2,47,39,8,20,17,3
226231,26,Biological Sciences/LifeSciences,26,11,15,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,16,8,8,0,0,0,6,2,4,0,0,0
226231,27,Mathematics,6,4,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0
226231,40,Physical Sciences,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,1,1,0,1,1,0
226231,52,Business Management and Administrative Services,300,125,175,0,0,0,2,1,1,37,10,27,49,24,25,0,0,0,168,75,93,12,3,9,26,10,16,6,2,4
226383,13,Education,235,64,171,2,0,2,0,0,0,9,9,0,52,14,38,0,0,0,172,41,131,0,0,0,0,0,0,0,0,0
226383,26,Biological Sciences/LifeSciences,66,24,42,0,0,0,1,1,0,5,2,3,13,3,10,1,0,1,45,18,27,0,0,0,0,0,0,1,0,1
226383,27,Mathematics,39,32,7,1,1,0,0,0,0,2,1,1,15,11,4,0,0,0,19,17,2,0,0,0,0,0,0,2,2,0
226383,40,Physical Sciences,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0
226383,52,Business Management and Administrative Services,200,119,81,0,0,0,2,0,2,4,3,1,51,28,23,0,0,0,137,82,55,0,0,0,0,0,0,6,6,0
226471,13,Education,311,96,215,4,1,3,2,1,1,31,16,15,60,13,47,1,1,0,204,61,143,7,3,4,2,0,2,0,0,0
226471,14,Engineering,43,37,6,0,0,0,0,0,0,11,11,0,12,9,3,0,0,0,19,16,3,0,0,0,0,0,0,1,1,0
226471,26,Biological Sciences/LifeSciences,159,41,118,1,1,0,3,1,2,22,5,17,50,12,38,0,0,0,73,18,55,5,0,5,1,1,0,4,3,1
226471,27,Mathematics,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
226471,40,Physical Sciences,21,9,12,0,0,0,1,0,1,5,1,4,5,2,3,0,0,0,9,5,4,0,0,0,0,0,0,1,1,0
226471,52,Business Management and Administrative Services,338,211,127,1,1,0,1,0,1,30,22,8,62,35,27,1,0,1,207,129,78,11,9,2,3,1,2,22,14,8
226587,13,Education,184,79,105,2,1,1,1,0,1,24,14,10,45,20,25,0,0,0,106,41,65,5,3,2,1,0,1,0,0,0
226587,26,Biological Sciences/LifeSciences,92,46,46,2,2,0,0,0,0,11,5,6,25,11,14,0,0,0,36,15,21,2,0,2,2,0,2,14,13,1
226587,27,Mathematics,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
226587,40,Physical Sciences,58,50,8,0,0,0,2,0,2,11,10,1,18,15,3,0,0,0,22,20,2,3,3,0,0,0,0,2,2,0
226587,52,Business Management and Administrative Services,188,130,58,0,0,0,1,1,0,29,20,9,48,33,15,0,0,0,96,69,27,2,1,1,0,0,0,12,6,6
226833,13,Education,101,20,81,0,0,0,0,0,0,6,1,5,12,5,7,0,0,0,76,14,62,4,0,4,0,0,0,3,0,3
226833,14,Engineering,292,244,48,2,1,1,3,3,0,23,17,6,40,34,6,1,1,0,128,108,20,8,6,2,2,2,0,85,72,13
226833,26,Biological Sciences/LifeSciences,228,78,150,1,0,1,6,5,1,16,6,10,48,22,26,0,0,0,103,32,71,8,2,6,0,0,0,46,11,35
226833,27,Mathematics,38,16,22,1,1,0,0,0,0,2,0,2,9,4,5,0,0,0,18,8,10,1,1,0,0,0,0,7,2,5
226833,40,Physical Sciences,94,60,34,1,1,0,5,3,2,4,3,1,17,12,5,0,0,0,50,32,18,2,2,0,1,0,1,14,7,7
226833,52,Business Management and Administrative Services,844,506,338,2,2,0,20,17,3,100,58,42,125,76,49,1,1,0,426,265,161,29,16,13,5,5,0,136,66,70
226879,52,Business Management and Administrative Services,181,28,153,3,0,3,3,0,3,80,13,67,33,10,23,1,0,1,45,2,43,10,1,9,6,2,4,0,0,0
227216,13,Education,52,20,32,1,1,0,4,3,1,3,0,3,8,2,6,0,0,0,31,12,19,4,1,3,1,1,0,0,0,0
227216,14,Engineering,2136,1808,328,4,3,1,116,93,23,251,200,51,496,407,89,5,4,1,847,732,115,148,124,24,18,16,2,251,229,22
227216,26,Biological Sciences/LifeSciences,2579,974,1605,6,2,4,293,120,173,416,123,293,663,268,395,2,1,1,912,341,571,183,77,106,19,9,10,85,33,52
227216,27,Mathematics,301,149,152,0,0,0,14,4,10,28,12,16,67,34,33,1,1,0,153,79,74,22,12,10,3,1,2,13,6,7
227216,40,Physical Sciences,422,229,193,0,0,0,33,16,17,52,27,25,104,51,53,0,0,0,187,109,78,34,19,15,2,1,1,10,6,4
227216,52,Business Management and Administrative Services,6210,3307,2903,19,11,8,383,201,182,776,374,402,1405,698,707,4,2,2,2832,1605,1227,383,182,201,45,33,12,363,201,162
227331,13,Education,102,16,86,1,0,1,0,0,0,4,0,4,85,11,74,0,0,0,12,5,7,0,0,0,0,0,0,0,0,0
227331,26,Biological Sciences/LifeSciences,123,30,93,0,0,0,0,0,0,13,1,12,92,24,68,0,0,0,11,3,8,3,1,2,3,1,2,1,0,1
227331,27,Mathematics,18,7,11,1,0,1,0,0,0,0,0,0,14,5,9,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
227331,40,Physical Sciences,9,4,5,0,0,0,0,0,0,1,1,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227331,52,Business Management and Administrative Services,192,91,101,0,0,0,3,0,3,15,5,10,132,61,71,0,0,0,26,17,9,3,0,3,8,4,4,5,4,1
227368,13,Education,54,18,36,0,0,0,0,0,0,0,0,0,49,18,31,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1
227368,14,Engineering,2158,1799,359,0,0,0,19,14,5,6,4,2,1913,1603,310,2,1,1,50,46,4,2,1,1,32,24,8,134,106,28
227368,26,Biological Sciences/LifeSciences,2825,1123,1702,1,0,1,120,44,76,19,10,9,2520,996,1524,2,1,1,77,36,41,18,7,11,37,20,17,31,9,22
227368,27,Mathematics,311,151,160,0,0,0,2,1,1,1,1,0,281,134,147,0,0,0,7,3,4,2,0,2,10,7,3,8,5,3
227368,40,Physical Sciences,531,320,211,0,0,0,24,13,11,3,2,1,458,270,188,1,1,0,20,16,4,3,3,0,3,3,0,19,12,7
227368,52,Business Management and Administrative Services,2964,1555,1409,1,0,1,21,13,8,12,9,3,2650,1376,1274,1,1,0,87,51,36,5,4,1,54,33,21,133,68,65
227429,13,Education,43,6,37,0,0,0,0,0,0,30,4,26,9,1,8,0,0,0,1,0,1,0,0,0,2,1,1,1,0,1
227429,26,Biological Sciences/LifeSciences,12,4,8,0,0,0,0,0,0,10,4,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227429,52,Business Management and Administrative Services,135,73,62,0,0,0,0,0,0,90,43,47,42,28,14,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
227526,14,Engineering,1170,889,281,3,3,0,89,75,14,864,643,221,84,67,17,2,1,1,53,44,9,10,8,2,3,2,1,62,46,16
227526,26,Biological Sciences/LifeSciences,529,125,404,3,1,2,9,3,6,469,110,359,34,7,27,0,0,0,5,1,4,7,1,6,0,0,0,2,2,0
227526,27,Mathematics,23,12,11,0,0,0,1,1,0,19,8,11,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
227526,40,Physical Sciences,89,23,66,1,1,0,2,1,1,66,16,50,15,4,11,0,0,0,2,1,1,2,0,2,0,0,0,1,0,1
227526,52,Business Management and Administrative Services,947,466,481,3,2,1,12,5,7,855,424,431,44,22,22,1,0,1,19,7,12,4,1,3,0,0,0,9,5,4
227757,14,Engineering,1104,734,370,1,1,0,239,146,93,58,38,20,201,139,62,0,0,0,400,276,124,50,33,17,16,11,5,139,90,49
227757,26,Biological Sciences/LifeSciences,212,88,124,0,0,0,81,37,44,15,3,12,36,15,21,0,0,0,49,22,27,14,4,10,4,2,2,13,5,8
227757,27,Mathematics,130,77,53,0,0,0,23,15,8,5,3,2,9,7,2,0,0,0,38,27,11,2,1,1,2,1,1,51,23,28
227757,40,Physical Sciences,100,66,34,0,0,0,27,15,12,3,2,1,17,13,4,0,0,0,36,27,9,3,1,2,1,0,1,13,8,5
227757,52,Business Management and Administrative Services,36,22,14,0,0,0,4,2,2,3,2,1,3,2,1,0,0,0,12,9,3,2,2,0,0,0,0,12,5,7
227845,13,Education,144,23,121,0,0,0,4,1,3,2,1,1,73,12,61,0,0,0,54,8,46,5,0,5,1,1,0,5,0,5
227845,26,Biological Sciences/LifeSciences,438,125,313,2,2,0,29,6,23,22,3,19,209,60,149,0,0,0,140,47,93,17,4,13,8,2,6,11,1,10
227845,27,Mathematics,54,32,22,0,0,0,1,1,0,1,1,0,29,18,11,0,0,0,11,4,7,3,2,1,2,0,2,7,6,1
227845,40,Physical Sciences,46,18,28,0,0,0,0,0,0,1,0,1,14,6,8,0,0,0,23,9,14,2,1,1,1,0,1,5,2,3
227845,52,Business Management and Administrative Services,928,500,428,2,0,2,26,10,16,32,13,19,383,177,206,2,1,1,322,202,120,31,17,14,18,11,7,112,69,43
227863,26,Biological Sciences/LifeSciences,144,37,107,1,0,1,41,10,31,9,1,8,39,10,29,0,0,0,41,10,31,2,1,1,1,1,0,10,4,6
227863,27,Mathematics,36,25,11,0,0,0,4,3,1,3,1,2,12,8,4,0,0,0,7,6,1,2,0,2,1,1,0,7,6,1
227863,40,Physical Sciences,17,7,10,0,0,0,11,5,6,1,0,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
227863,52,Business Management and Administrative Services,220,97,123,0,0,0,19,9,10,12,5,7,87,36,51,0,0,0,53,23,30,4,3,1,4,0,4,41,21,20
227881,26,Biological Sciences/LifeSciences,638,195,443,3,0,3,28,7,21,130,36,94,184,59,125,1,0,1,256,89,167,19,0,19,10,1,9,7,3,4
227881,27,Mathematics,150,52,98,0,0,0,3,0,3,18,6,12,31,11,20,0,0,0,92,34,58,1,0,1,3,0,3,2,1,1
227881,40,Physical Sciences,560,248,312,4,4,0,12,2,10,76,24,52,155,53,102,2,1,1,276,146,130,22,12,10,9,4,5,4,2,2
227881,52,Business Management and Administrative Services,3422,1772,1650,20,10,10,65,31,34,577,290,287,670,324,346,5,4,1,1883,998,885,102,45,57,53,41,12,47,29,18
228042,13,Education,60,15,45,0,0,0,0,0,0,1,0,1,18,7,11,0,0,0,27,6,21,2,0,2,5,2,3,7,0,7
228042,14,Engineering,23,16,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,1,1,0,1,1,0,7,0,7
228042,26,Biological Sciences/LifeSciences,106,30,76,0,0,0,4,1,3,2,1,1,43,11,32,0,0,0,40,12,28,3,1,2,6,3,3,8,1,7
228042,27,Mathematics,15,6,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,2,1,1,0,0,0,0,7,0,7
228042,40,Physical Sciences,13,2,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,3,1,2,7,0,7
228042,52,Business Management and Administrative Services,150,98,52,0,0,0,3,2,1,5,2,3,30,19,11,0,0,0,90,64,26,0,0,0,14,10,4,8,1,7
228149,13,Education,16,3,13,0,0,0,0,0,0,0,0,0,15,3,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
228149,14,Engineering,284,216,68,0,0,0,3,3,0,3,3,0,148,101,47,0,0,0,35,27,8,1,1,0,2,1,1,92,80,12
228149,26,Biological Sciences/LifeSciences,338,118,220,1,1,0,14,4,10,10,3,7,264,98,166,0,0,0,35,10,25,1,0,1,5,1,4,8,1,7
228149,27,Mathematics,43,22,21,0,0,0,1,0,1,1,0,1,28,14,14,0,0,0,9,5,4,0,0,0,4,3,1,0,0,0
228149,40,Physical Sciences,42,27,15,0,0,0,2,0,2,2,1,1,24,15,9,0,0,0,8,7,1,0,0,0,1,1,0,5,3,2
228149,52,Business Management and Administrative Services,449,237,212,3,3,0,11,4,7,19,12,7,284,138,146,0,0,0,74,44,30,4,1,3,9,5,4,45,30,15
228246,13,Education,40,12,28,0,0,0,2,0,2,2,1,1,4,1,3,0,0,0,31,10,21,1,0,1,0,0,0,0,0,0
228246,14,Engineering,1004,650,354,1,0,1,79,44,35,44,28,16,107,69,38,0,0,0,642,403,239,42,32,10,0,0,0,89,74,15
228246,26,Biological Sciences/LifeSciences,434,157,277,0,0,0,69,18,51,50,23,27,48,23,25,0,0,0,229,78,151,25,11,14,0,0,0,13,4,9
228246,27,Mathematics,274,151,123,1,0,1,18,15,3,9,5,4,25,12,13,0,0,0,142,79,63,14,5,9,0,0,0,65,35,30
228246,40,Physical Sciences,153,80,73,1,0,1,11,9,2,13,5,8,17,12,5,0,0,0,81,36,45,8,3,5,0,0,0,22,15,7
228246,52,Business Management and Administrative Services,2458,1416,1042,11,4,7,135,80,55,53,32,21,236,131,105,2,1,1,1719,1018,701,87,51,36,3,2,1,212,97,115
228325,13,Education,200,52,148,20,8,12,1,0,1,10,8,2,35,11,24,2,0,2,128,25,103,4,0,4,0,0,0,0,0,0
228325,27,Mathematics,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228325,52,Business Management and Administrative Services,225,140,85,13,7,6,2,0,2,37,27,10,59,40,19,3,2,1,102,60,42,5,2,3,2,1,1,2,1,1
228343,13,Education,41,11,30,0,0,0,2,0,2,1,0,1,7,3,4,0,0,0,30,8,22,0,0,0,1,0,1,0,0,0
228343,26,Biological Sciences/LifeSciences,115,35,80,0,0,0,9,3,6,7,2,5,23,12,11,0,0,0,66,15,51,7,3,4,2,0,2,1,0,1
228343,27,Mathematics,23,10,13,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,17,8,9,1,0,1,0,0,0,2,1,1
228343,40,Physical Sciences,44,26,18,0,0,0,5,3,2,1,1,0,11,6,5,0,0,0,24,14,10,1,1,0,0,0,0,2,1,1
228343,52,Business Management and Administrative Services,126,86,40,0,0,0,2,1,1,6,5,1,24,17,7,1,1,0,82,56,26,5,3,2,2,2,0,4,1,3
228431,14,Engineering,120,107,13,1,0,1,0,0,0,19,17,2,26,22,4,0,0,0,69,64,5,4,4,0,0,0,0,1,0,1
228431,26,Biological Sciences/LifeSciences,381,134,247,1,1,0,14,4,10,85,23,62,87,31,56,0,0,0,177,69,108,13,5,8,2,1,1,2,0,2
228431,27,Mathematics,99,53,46,0,0,0,1,0,1,10,3,7,17,10,7,0,0,0,66,37,29,4,3,1,1,0,1,0,0,0
228431,40,Physical Sciences,221,151,70,2,2,0,5,4,1,30,17,13,34,24,10,0,0,0,141,98,43,5,4,1,0,0,0,4,2,2
228431,52,Business Management and Administrative Services,2228,1100,1128,10,6,4,19,9,10,427,188,239,374,173,201,3,1,2,1287,669,618,66,34,32,14,7,7,28,13,15
228459,14,Engineering,848,703,145,3,3,0,29,27,2,84,65,19,327,272,55,1,0,1,362,299,63,31,30,1,4,3,1,7,4,3
228459,26,Biological Sciences/LifeSciences,2198,829,1369,4,1,3,70,25,45,269,86,183,812,298,514,6,4,2,914,369,545,106,38,68,9,4,5,8,4,4
228459,27,Mathematics,309,152,157,0,0,0,14,6,8,15,5,10,101,56,45,3,2,1,160,78,82,10,1,9,1,1,0,5,3,2
228459,40,Physical Sciences,285,174,111,1,1,0,12,7,5,21,12,9,92,55,37,0,0,0,140,92,48,15,5,10,3,2,1,1,0,1
228459,52,Business Management and Administrative Services,4548,2378,2170,13,7,6,129,71,58,352,178,174,1421,700,721,7,4,3,2436,1325,1111,147,70,77,10,6,4,33,17,16
228468,13,Education,68,12,56,0,0,0,1,1,0,4,2,2,41,6,35,0,0,0,16,3,13,1,0,1,0,0,0,5,0,5
228468,26,Biological Sciences/LifeSciences,70,26,44,0,0,0,5,4,1,9,1,8,39,14,25,2,0,2,8,6,2,3,1,2,0,0,0,4,0,4
228468,27,Mathematics,3,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
228468,40,Physical Sciences,5,1,4,0,0,0,1,0,1,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
228468,52,Business Management and Administrative Services,62,37,25,0,0,0,2,2,0,10,6,4,28,17,11,1,1,0,6,5,1,5,3,2,0,0,0,10,3,7
228501,26,Biological Sciences/LifeSciences,129,34,95,2,0,2,2,1,1,6,4,2,83,21,62,0,0,0,33,8,25,0,0,0,3,0,3,0,0,0
228501,27,Mathematics,37,22,15,0,0,0,0,0,0,1,1,0,29,15,14,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0
228501,40,Physical Sciences,35,16,19,0,0,0,1,0,1,2,1,1,11,5,6,0,0,0,21,10,11,0,0,0,0,0,0,0,0,0
228501,52,Business Management and Administrative Services,249,126,123,2,1,1,2,1,1,28,26,2,170,75,95,0,0,0,47,23,24,0,0,0,0,0,0,0,0,0
228529,14,Engineering,235,199,36,0,0,0,1,1,0,14,13,1,53,41,12,0,0,0,160,139,21,3,3,0,3,2,1,1,0,1
228529,26,Biological Sciences/LifeSciences,505,164,341,2,0,2,11,4,7,57,15,42,128,40,88,0,0,0,282,100,182,20,3,17,4,2,2,1,0,1
228529,27,Mathematics,83,36,47,1,0,1,1,1,0,8,1,7,20,10,10,0,0,0,51,23,28,2,1,1,0,0,0,0,0,0
228529,40,Physical Sciences,138,78,60,0,0,0,2,0,2,8,7,1,22,12,10,0,0,0,100,56,44,5,2,3,0,0,0,1,1,0
228529,52,Business Management and Administrative Services,1901,904,997,14,9,5,19,10,9,143,70,73,394,181,213,1,0,1,1258,596,662,46,26,20,17,10,7,9,2,7
228705,14,Engineering,1427,1152,275,2,1,1,22,17,5,73,55,18,925,727,198,3,2,1,250,214,36,11,8,3,13,9,4,128,119,9
228705,26,Biological Sciences/LifeSciences,604,209,395,0,0,0,9,3,6,45,14,31,458,163,295,1,0,1,79,24,55,3,1,2,2,1,1,7,3,4
228705,27,Mathematics,57,28,29,0,0,0,1,0,1,1,0,1,47,24,23,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0
228705,40,Physical Sciences,120,73,47,0,0,0,6,3,3,5,2,3,74,46,28,0,0,0,30,18,12,1,1,0,1,1,0,3,2,1
